,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,CLD,SCL,mtwara_cluster,datetime,day of year,month,ndvi,target,year,evi
283,0.169975,0.362525,0.252925,0.164775,0.186,0.17555,0.2398,0.330175,0.3717749999999999,0.37405,0.4089,0.4126249999999999,0.0,4.0,Mtwara DC 03-10,2022-12-28 07:42:46,362.0,12.0,0.3992642655488065,1.0,2022.0,0.5092420836697727
284,0.1506,0.3794999999999999,0.2628,0.143,0.1683,0.165275,0.23765,0.3645,0.405975,0.42885,0.449275,0.436975,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.46212675941745995,1.0,2022.0,0.5909956403666671
285,0.175875,0.4173,0.3034,0.17285,0.195275,0.1929249999999999,0.25915,0.381075,0.4303,0.4532,0.464275,0.450525,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.4128880097382838,1.0,2022.0,0.5773957080997117
286,0.1528,0.278475,0.2048249999999999,0.132,0.1509499999999999,0.1549249999999999,0.1964499999999999,0.2704749999999999,0.297875,0.28695,0.3205,0.34545,0.0,4.0,Mtwara DC 03-10,2022-10-04 07:42:54,277.0,10.0,0.34826733974864627,1.0,2022.0,0.3804179255361924
287,0.1640249999999999,0.442025,0.327675,0.1661,0.194725,0.1988,0.2664,0.3767,0.4251749999999999,0.4463,0.463275,0.4417,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.3994638069705094,1.0,2022.0,0.5675063837092034
288,0.1524749999999999,0.4176499999999999,0.3197,0.156525,0.18575,0.195025,0.257375,0.3581,0.39765,0.41705,0.42755,0.414375,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.3734891378548769,1.0,2022.0,0.5121639629519497
289,0.155225,0.42845,0.309975,0.153625,0.1842499999999999,0.1937499999999999,0.260125,0.361825,0.4007,0.41445,0.4383499999999999,0.4176499999999999,0.0,4.0,Mtwara DC 03-10,2022-11-13 07:42:50,317.0,11.0,0.38696408796076587,1.0,2022.0,0.5327931342438301
290,0.179325,0.439825,0.329175,0.1893999999999999,0.2147,0.22515,0.27545,0.366175,0.4049,0.41605,0.4369999999999999,0.425425,0.0,4.0,Mtwara DC 03-10,2022-11-18 07:42:47,322.0,11.0,0.3199426111908177,1.0,2022.0,0.48179481931272866
291,0.1483999999999999,0.417775,0.3207,0.15305,0.180775,0.199175,0.2487249999999999,0.33385,0.3733,0.38915,0.40415,0.3895,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.339742261633448,1.0,2022.0,0.46358177562167124
292,0.1561,0.4147749999999999,0.303675,0.15105,0.179625,0.190475,0.251575,0.333225,0.37155,0.38405,0.4101,0.393175,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.3656912125879365,1.0,2022.0,0.48832141943947255
293,0.160175,0.446075,0.333175,0.158775,0.194625,0.20035,0.2693,0.37765,0.420925,0.4352,0.462225,0.4306,0.0,4.0,Mtwara DC 03-10,2022-12-18 07:42:46,352.0,12.0,0.39523827491227403,1.0,2022.0,0.5635598691572695
294,0.16375,0.397425,0.2943,0.1639749999999999,0.19045,0.18835,0.25435,0.36405,0.4115,0.419,0.4415,0.4236499999999999,0.0,4.0,Mtwara DC 03-10,2022-12-28 07:42:46,362.0,12.0,0.4019210923235691,1.0,2022.0,0.5460644103626049
295,0.1562,0.429225,0.305775,0.153075,0.17825,0.1851749999999999,0.2426,0.328575,0.367075,0.3932,0.409425,0.4142249999999999,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.37714429868819394,1.0,2022.0,0.4953994675974508
296,0.1760499999999999,0.473825,0.349925,0.1823,0.2025,0.2093,0.271175,0.380925,0.430675,0.4428999999999999,0.470725,0.457075,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.3844343957942723,1.0,2022.0,0.5649867087376543
297,0.152775,0.43515,0.317725,0.15875,0.182925,0.19075,0.24795,0.35585,0.4028,0.41395,0.439,0.431825,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.39420404922588326,1.0,2022.0,0.5383280928114496
298,0.14945,0.4171499999999999,0.311225,0.1581,0.18005,0.188775,0.24325,0.3491,0.394025,0.3994999999999999,0.424725,0.416275,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3845965770171149,1.0,2022.0,0.5167259786476869
299,0.154975,0.4284,0.308125,0.154475,0.18025,0.184275,0.2478249999999999,0.3625,0.40015,0.4077,0.435625,0.4274,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.40546862397160827,1.0,2022.0,0.5420705867129624
300,0.1628,0.3962,0.27785,0.16215,0.18195,0.1721,0.235775,0.379325,0.4389,0.4307,0.46995,0.456425,0.0,4.0,Mtwara DC 03-10,2022-12-28 07:42:46,362.0,12.0,0.4639046803208472,1.0,2022.0,0.614478461792375
301,0.157325,0.442225,0.310875,0.159025,0.176375,0.2023,0.2423,0.320875,0.35725,0.3769,0.405425,0.412,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.33423834793697804,1.0,2022.0,0.4608203452891399
302,0.178475,0.4902249999999999,0.364475,0.186,0.20825,0.2282,0.2721749999999999,0.36985,0.4156749999999999,0.4307999999999999,0.458725,0.456925,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.33558976598609747,1.0,2022.0,0.516212463891439
303,0.15375,0.45445,0.337975,0.16705,0.19195,0.2105,0.25855,0.3521499999999999,0.396725,0.4092,0.43235,0.4335,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.34510383448704984,1.0,2022.0,0.4967087587318646
304,0.1499,0.431,0.3267,0.1622249999999999,0.1857999999999999,0.2065,0.24575,0.34595,0.38715,0.3957,0.419475,0.42115,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3402292423818843,1.0,2022.0,0.47979229088287634
305,0.15535,0.4406,0.318275,0.1609999999999999,0.1865,0.2027999999999999,0.254275,0.359475,0.4017,0.4067,0.43465,0.4327,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.36371480116087557,1.0,2022.0,0.51273829006148
306,0.1626,0.4028,0.294125,0.1697,0.18985,0.19165,0.238475,0.38055,0.4398999999999999,0.42335,0.46985,0.460675,0.0,4.0,Mtwara DC 03-10,2022-12-28 07:42:46,362.0,12.0,0.42055933484504915,1.0,2022.0,0.5882228565387462
307,0.1493,0.329875,0.21075,0.144375,0.16375,0.14415,0.2143999999999999,0.362125,0.41445,0.4234,0.455075,0.443075,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.5188785514623054,1.0,2022.0,0.6274468256851113
308,0.1706,0.344875,0.227575,0.1634499999999999,0.177525,0.1605,0.22165,0.35215,0.405725,0.4192,0.4443999999999999,0.44435,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.46933377417755,1.0,2022.0,0.589664769658954
309,0.152825,0.359,0.2350749999999999,0.1483999999999999,0.170925,0.158475,0.220675,0.355975,0.403,0.41465,0.445375,0.444875,0.0,4.0,Mtwara DC 03-10,2022-10-04 07:42:54,277.0,10.0,0.47511799287902634,1.0,2022.0,0.5939159326384649
310,0.1675249999999999,0.376725,0.257175,0.167025,0.185525,0.1735249999999999,0.23555,0.349825,0.401975,0.40705,0.447925,0.44705,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.4415479925979566,1.0,2022.0,0.5776173285198558
311,0.1471,0.355775,0.244725,0.1455,0.168925,0.15975,0.223275,0.330575,0.3705,0.3782999999999999,0.4107,0.4104,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.4399158559032343,1.0,2022.0,0.5357257220929489
312,0.143325,0.35925,0.25305,0.1444,0.164875,0.1594249999999999,0.2144,0.297625,0.34045,0.3429999999999999,0.37705,0.3797,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.40565729996737987,1.0,2022.0,0.4781233179176784
313,0.1504499999999999,0.368125,0.2496499999999999,0.144975,0.1679999999999999,0.163825,0.22225,0.3086,0.3389999999999999,0.3425999999999999,0.37905,0.388,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.39645406401105227,1.0,2022.0,0.4747697567969999
314,0.155225,0.3775249999999999,0.251125,0.1454,0.1653,0.158475,0.215725,0.332775,0.385575,0.4131499999999999,0.431375,0.406825,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.46265999830465376,1.0,2022.0,0.5715602190736494
315,0.178675,0.39715,0.276075,0.173875,0.18815,0.1841999999999999,0.23025,0.34325,0.3906,0.4087,0.435,0.4209,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.4050387596899228,1.0,2022.0,0.5411236730819023
316,0.15335,0.251125,0.1692749999999999,0.1379,0.1439,0.142925,0.1588999999999999,0.20475,0.223175,0.2502999999999999,0.2404,0.3133,0.0,4.0,Mtwara DC 03-10,2022-10-04 07:42:54,277.0,10.0,0.2542881366986239,1.0,2022.0,0.2375092896041715
317,0.172075,0.453775,0.320325,0.1727,0.194,0.20355,0.249825,0.33855,0.381925,0.4043,0.426425,0.42545,0.0,4.0,Mtwara DC 03-10,2022-10-29 07:42:46,302.0,10.0,0.35378388031271085,1.0,2022.0,0.49700071358487197
318,0.1553,0.421425,0.3017499999999999,0.159125,0.180275,0.19055,0.233125,0.32,0.3566249999999999,0.37765,0.398825,0.3990999999999999,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.3533828207847296,1.0,2022.0,0.4678234501347709
319,0.15015,0.4179,0.31845,0.1573,0.175375,0.19635,0.2296,0.301225,0.341425,0.3494499999999999,0.37245,0.3764999999999999,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3095991561181435,1.0,2022.0,0.4084235916227939
320,0.1548,0.4317499999999999,0.309175,0.158825,0.17845,0.1970999999999999,0.2329999999999999,0.30665,0.3465,0.3626999999999999,0.386225,0.384,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.32421891741310616,1.0,2022.0,0.43354423125415503
321,0.151475,0.3446249999999999,0.231175,0.1399249999999999,0.158375,0.14765,0.206475,0.338325,0.3877,0.39915,0.425425,0.4115749999999999,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.48470968023382627,1.0,2022.0,0.5767992856846215
322,0.172225,0.357025,0.24425,0.162575,0.172475,0.158175,0.216525,0.34275,0.396575,0.41025,0.42965,0.421175,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.4618296261642495,1.0,2022.0,0.56918367560881
323,0.1561999999999999,0.3734499999999999,0.2534,0.144375,0.1635249999999999,0.155275,0.221525,0.35355,0.4004999999999999,0.4130999999999999,0.4387,0.42325,0.0,4.0,Mtwara DC 03-10,2022-10-04 07:42:54,277.0,10.0,0.4771665474136117,1.0,2022.0,0.5876346371147486
324,0.1761,0.39035,0.2693,0.1682,0.181275,0.1686,0.23305,0.35415,0.405125,0.4198,0.44335,0.41595,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.4489745894272409,1.0,2022.0,0.5769876937292621
325,0.1483749999999999,0.368,0.257725,0.142275,0.16085,0.157475,0.2161,0.31845,0.36485,0.3799,0.40185,0.394125,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.43691056183792965,1.0,2022.0,0.5241230657043892
326,0.14515,0.3646749999999999,0.2597,0.13805,0.1564,0.15965,0.212725,0.300975,0.3406249999999999,0.34715,0.373525,0.36995,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.40113471186758576,1.0,2022.0,0.4714849433446497
327,0.151775,0.38215,0.2664249999999999,0.1426,0.161025,0.16675,0.219225,0.304425,0.340775,0.34625,0.379175,0.379275,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.38911022576361215,1.0,2022.0,0.4703622514503343
328,0.156825,0.4115499999999999,0.29675,0.15,0.171175,0.17985,0.239275,0.3202,0.3489,0.36745,0.392525,0.393175,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.37156584407075777,1.0,2022.0,0.4735582275662436
329,0.179725,0.451175,0.33525,0.17815,0.191975,0.20315,0.25135,0.3298999999999999,0.370025,0.3748,0.3928,0.401325,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.31823139525127947,1.0,2022.0,0.4357466167313833
330,0.1586,0.393325,0.29065,0.145925,0.16915,0.1760499999999999,0.231675,0.3012249999999999,0.330325,0.32715,0.3602249999999999,0.3791,0.0,4.0,Mtwara DC 03-10,2022-10-04 07:42:54,277.0,10.0,0.3434338725467345,1.0,2022.0,0.4200497194726999
331,0.155675,0.45525,0.353675,0.162725,0.1848999999999999,0.2047,0.251425,0.3237,0.358925,0.3579,0.3832,0.387625,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.3036230651471339,1.0,2022.0,0.41467267574222927
332,0.155575,0.4446,0.3383,0.156625,0.1817,0.2063999999999999,0.25525,0.31475,0.3429,0.3388,0.38,0.382225,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.2960436562073672,1.0,2022.0,0.40545590433482825
5051,0.176375,0.4995,0.372475,0.186425,0.207275,0.23045,0.2739749999999999,0.367775,0.415875,0.4159,0.455775,0.4616749999999999,0.0,4.25,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.3283544027104813,1.0,2022.0,0.5074430231510675
5052,0.148975,0.3933,0.292075,0.15865,0.1835,0.1972499999999999,0.24345,0.3127,0.351125,0.3641,0.3863,0.385825,0.0,4.25,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3239653842858369,1.0,2022.0,0.43343191874727754
5505,0.258575,0.416475,0.315975,0.2009,0.23535,0.24435,0.30135,0.383125,0.423275,0.4154,0.4543,0.45915,0.0,4.5,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.30050812280827305,1.0,2022.0,0.4825216611891247
5506,0.160775,0.4372,0.330725,0.1528,0.174425,0.19195,0.24965,0.3124999999999999,0.343825,0.35095,0.3747,0.387425,0.0,4.5,Mtwara DC 03-10,2022-10-04 07:42:54,277.0,10.0,0.32250948557310505,1.0,2022.0,0.4203952059994019
5507,0.157,0.471825,0.399875,0.16015,0.18475,0.212725,0.2744999999999999,0.333475,0.3626,0.3646,0.38915,0.392425,0.0,4.5,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.2931256490134995,1.0,2022.0,0.41218386776473354
5508,0.1526,0.4562,0.38595,0.152175,0.17455,0.20515,0.2573,0.319975,0.3492,0.3557,0.374475,0.3830249999999999,0.0,4.5,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.2921285313780461,1.0,2022.0,0.3968244668385282
5509,0.15835,0.478775,0.391275,0.16525,0.19285,0.2228,0.272025,0.334375,0.372875,0.3979999999999999,0.4020249999999999,0.39105,0.0,4.5,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.2868403152882806,1.0,2022.0,0.41960293119190867
5510,0.1576999999999999,0.482275,0.408375,0.163125,0.1863,0.21175,0.2737999999999999,0.33085,0.362475,0.374,0.384175,0.39545,0.0,4.5,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.2893401015228426,1.0,2022.0,0.40416529932961426
7674,0.1766499999999999,0.3507249999999999,0.237675,0.16785,0.185125,0.169525,0.235825,0.343575,0.390275,0.40225,0.4305,0.4383,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.43494021082454887,0.0,2022.0,0.5546935608999224
7675,0.17915,0.3965,0.273575,0.1662749999999999,0.1887499999999999,0.183375,0.24855,0.3333,0.377,0.3878,0.421975,0.4409,0.0,4.0,Mtwara DC 03-10,2022-10-29 07:42:46,302.0,10.0,0.3941521433881225,0.0,2022.0,0.5200919860930978
7676,0.151475,0.3639749999999999,0.2565499999999999,0.154075,0.17505,0.17165,0.230675,0.3082,0.344675,0.3581,0.38325,0.3980249999999999,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.38132996936384933,0.0,2022.0,0.4698985143567764
7677,0.154175,0.373925,0.259375,0.150975,0.1755749999999999,0.1740749999999999,0.23575,0.31,0.3428,0.3578,0.38625,0.399625,0.0,4.0,Mtwara DC 03-10,2022-11-13 07:42:50,317.0,11.0,0.3786641681167182,0.0,2022.0,0.4714423792647567
7678,0.1483,0.367875,0.26875,0.151,0.168125,0.173375,0.2249499999999999,0.2839,0.3151,0.3278999999999999,0.35205,0.3754,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3400580482466574,0.0,2022.0,0.409059169633352
7679,0.1536,0.380175,0.2665,0.153825,0.17405,0.179,0.230225,0.292525,0.32125,0.3320999999999999,0.362925,0.3864,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.3393919822853716,0.0,2022.0,0.42014071315987855
7680,0.159575,0.380125,0.271875,0.16255,0.181025,0.1790999999999999,0.23415,0.30515,0.344675,0.3469,0.384375,0.40745,0.0,4.0,Mtwara DC 03-10,2022-12-18 07:42:46,352.0,12.0,0.3643018767469722,0.0,2022.0,0.45995877120258155
7681,0.1720249999999999,0.335475,0.217,0.164825,0.18445,0.1609,0.2347749999999999,0.3785,0.433925,0.4557,0.4743999999999999,0.454225,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.49346765307728624,0.0,2022.0,0.6356189935525728
7682,0.1509,0.341625,0.235925,0.145875,0.169475,0.158075,0.221325,0.327375,0.3736,0.3944,0.40935,0.405275,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.4428338546944531,0.0,2022.0,0.5358875654464219
7683,0.15465,0.353975,0.236725,0.1432,0.167325,0.1608,0.2249,0.326725,0.369875,0.39215,0.411675,0.4062,0.0,4.0,Mtwara DC 03-10,2022-11-13 07:42:50,317.0,11.0,0.4382287436132582,0.0,2022.0,0.5358401503663042
7684,0.150225,0.344925,0.242675,0.145125,0.1637249999999999,0.161575,0.210075,0.2966499999999999,0.331775,0.35165,0.37305,0.3689,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3955576338555062,0.0,2022.0,0.46758056492178435
7685,0.15475,0.3519,0.240325,0.145725,0.167225,0.1644,0.217775,0.29685,0.337625,0.35895,0.3782999999999999,0.3764999999999999,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.39414040906578207,0.0,2022.0,0.47251921887425985
7686,0.1627,0.35435,0.24285,0.149775,0.17335,0.16065,0.225275,0.32445,0.3681,0.38115,0.4126999999999999,0.4030749999999999,0.0,4.0,Mtwara DC 03-10,2022-12-18 07:42:46,352.0,12.0,0.43960931368274164,0.0,2022.0,0.5377755019309136
7687,0.168175,0.3355249999999999,0.230525,0.158625,0.1775,0.1589249999999999,0.224325,0.3359,0.38515,0.38655,0.4212749999999999,0.415075,0.0,4.0,Mtwara DC 03-10,2022-12-28 07:42:46,362.0,12.0,0.45217166494312316,0.0,2022.0,0.5544694656085215
7688,0.16625,0.461375,0.326725,0.174425,0.199175,0.207675,0.26945,0.367225,0.40715,0.4291,0.4544749999999999,0.4398499999999999,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.37272521332024455,0.0,2022.0,0.5398252348611611
7689,0.188425,0.47045,0.345525,0.19205,0.21105,0.21245,0.2771,0.38425,0.4386,0.4538,0.47115,0.450175,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.3784376828554711,0.0,2022.0,0.5611835397730972
7690,0.162275,0.4566,0.343175,0.169,0.197325,0.1991,0.2695499999999999,0.382175,0.4304999999999999,0.4452,0.4614499999999999,0.4386,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.3971690258118234,0.0,2022.0,0.564047987616099
7691,0.15665,0.437575,0.332025,0.161225,0.191975,0.1893,0.26265,0.379125,0.4287499999999999,0.4408,0.456475,0.4329,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.4137276915334289,0.0,2022.0,0.569657363382444
7692,0.1604,0.4414749999999999,0.31665,0.16065,0.1908249999999999,0.188875,0.267325,0.388075,0.43555,0.4469999999999999,0.470825,0.4418,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.427391238441716,0.0,2022.0,0.593572699234745
7693,0.168175,0.4543999999999999,0.328875,0.159325,0.187975,0.19065,0.2581,0.376125,0.417725,0.441,0.4560249999999999,0.421575,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.4103684230873313,0.0,2022.0,0.5670163668219306
7694,0.190425,0.461925,0.3444,0.1801749999999999,0.2056,0.1995249999999999,0.265325,0.389575,0.4396,0.4545,0.472475,0.4484749999999999,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.4061755952380954,0.0,2022.0,0.5816418944115925
7695,0.16305,0.4445,0.3287,0.157,0.19095,0.18775,0.261625,0.37875,0.42845,0.432,0.458225,0.439925,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.4187081543403383,0.0,2022.0,0.5746961584225735
7696,0.1556,0.430375,0.321875,0.15335,0.181625,0.1886749999999999,0.2513999999999999,0.361775,0.4056,0.4064,0.4372499999999999,0.428375,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.397132244278468,0.0,2022.0,0.5383965604998971
7697,0.1603,0.4428499999999999,0.3219249999999999,0.151825,0.183775,0.1903,0.255875,0.373275,0.4078,0.40885,0.44665,0.4391,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.40246487165397593,0.0,2022.0,0.5519075094729589
7698,0.153675,0.344225,0.221875,0.140725,0.16805,0.151625,0.222725,0.3652249999999999,0.417775,0.4342,0.46165,0.444875,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.505523623170682,0.0,2022.0,0.6279814051470067
7699,0.175975,0.3607749999999999,0.2413,0.16815,0.1877,0.1709,0.2345499999999999,0.366325,0.418825,0.4402,0.4622,0.4484749999999999,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.46011688516821986,0.0,2022.0,0.6039308371688022
7700,0.173725,0.35155,0.233325,0.16685,0.186875,0.1729,0.2260749999999999,0.340725,0.3901249999999999,0.4124,0.424625,0.428275,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.4212794443747123,0.0,2022.0,0.5400549226577418
7701,0.1499,0.357825,0.249725,0.147125,0.1741,0.1635249999999999,0.223125,0.34135,0.38745,0.41195,0.423575,0.417725,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.44293987395673684,0.0,2022.0,0.5517541347082102
7702,0.1483499999999999,0.3606,0.253225,0.145675,0.17025,0.1653,0.2154,0.3119,0.35485,0.3771,0.39135,0.3831249999999999,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.4060900026946914,0.0,2022.0,0.49424960643694227
7703,0.1534249999999999,0.372525,0.251575,0.1488499999999999,0.173825,0.16735,0.2236,0.323225,0.36035,0.37955,0.3967,0.3930749999999999,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.40661288892828656,0.0,2022.0,0.5004691557378838
7704,0.146275,0.332375,0.2122,0.13695,0.1626,0.14255,0.2160249999999999,0.358175,0.407125,0.4286,0.4472,0.460025,0.0,4.0,Mtwara DC 03-10,2022-09-04 07:42:59,247.0,9.0,0.5165748198389147,0.0,2022.0,0.617512921860748
7705,0.169225,0.337225,0.22335,0.160725,0.180575,0.15675,0.225675,0.359075,0.411375,0.4244,0.45065,0.46175,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.4838656568982549,0.0,2022.0,0.6044713189773965
7706,0.1736249999999999,0.377725,0.2684499999999999,0.19515,0.2089,0.1973249999999999,0.2564,0.3504,0.393575,0.40965,0.431025,0.4341,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.3719264740988305,0.0,2022.0,0.5147407023997006
7707,0.172925,0.390525,0.2852,0.188425,0.2074499999999999,0.2023,0.258225,0.35025,0.39135,0.4060999999999999,0.427325,0.435725,0.0,4.0,Mtwara DC 03-10,2022-10-29 07:42:46,302.0,10.0,0.3573952749652571,0.0,2022.0,0.5005561116672228
7708,0.1503499999999999,0.353825,0.245075,0.146425,0.1679749999999999,0.156475,0.2225499999999999,0.31995,0.3589,0.3708,0.395925,0.401875,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.4334721216509776,0.0,2022.0,0.5155171857002918
7709,0.1478249999999999,0.35675,0.258425,0.1456,0.1635749999999999,0.163275,0.21645,0.282475,0.31715,0.3295,0.3543,0.360975,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.3690769453702362,0.0,2022.0,0.4304740228279118
7710,0.1573999999999999,0.375425,0.2716,0.1491,0.1679749999999999,0.1690499999999999,0.221125,0.29235,0.319275,0.3298,0.35915,0.367575,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.359901552442257,0.0,2022.0,0.42986681138773963
7711,0.164475,0.348275,0.24665,0.15835,0.17475,0.161075,0.22225,0.31685,0.360125,0.358,0.3840499999999999,0.389225,0.0,4.0,Mtwara DC 03-10,2022-12-28 07:42:46,362.0,12.0,0.40903462508598937,0.0,2022.0,0.48793697685869014
7712,0.1653,0.32725,0.210075,0.16085,0.1794,0.155925,0.227875,0.379,0.441,0.4437,0.4766499999999999,0.47445,0.0,4.0,Mtwara DC 03-10,2022-09-29 07:42:47,272.0,9.0,0.507014978461052,0.0,2022.0,0.6451856247674033
7713,0.1576,0.3164,0.2113749999999999,0.157325,0.176,0.1612,0.219125,0.331575,0.382275,0.3865,0.412925,0.427825,0.0,4.0,Mtwara DC 03-10,2022-10-19 07:42:46,292.0,10.0,0.4384498149357718,0.0,2022.0,0.5373572419681929
7714,0.143925,0.3337,0.225625,0.143725,0.167525,0.15425,0.22195,0.34275,0.38445,0.39175,0.419075,0.4233249999999999,0.0,4.0,Mtwara DC 03-10,2022-11-08 07:42:46,312.0,11.0,0.46191078358697074,0.0,2022.0,0.5574324324324325
7715,0.1427999999999999,0.34195,0.240375,0.144975,0.165275,0.161025,0.212775,0.30445,0.3437499999999999,0.3431,0.376375,0.3767749999999999,0.0,4.0,Mtwara DC 03-10,2022-11-28 07:42:46,332.0,11.0,0.4007257164123558,0.0,2022.0,0.47440712877394337
7716,0.150925,0.3555999999999999,0.24275,0.147625,0.1690999999999999,0.1659999999999999,0.2224499999999999,0.3025,0.342025,0.3437,0.379625,0.383225,0.0,4.0,Mtwara DC 03-10,2022-12-03 07:42:47,337.0,12.0,0.39152348224513195,0.0,2022.0,0.4723604201216143
