,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,CLD,SCL,Nanyamba_cluster,datetime,day of year,month,ndvi,target,year
887,0.15155,0.36165,0.2502,0.14845,0.162675,0.1669999999999999,0.209275,0.25945,0.28885,0.30495,0.33225,0.3479,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2922979129145039,1.0,2022.0
888,0.15115,0.37605,0.262725,0.151675,0.165125,0.17305,0.21835,0.26615,0.293225,0.30995,0.33765,0.3455499999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2834368530020704,1.0,2022.0
889,0.150975,0.37665,0.260475,0.14765,0.1623,0.1693,0.2134249999999999,0.2684499999999999,0.298075,0.3117499999999999,0.3391,0.346075,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2961230641305476,1.0,2022.0
890,0.16225,0.378725,0.264825,0.16,0.1709999999999999,0.1769,0.21795,0.2655499999999999,0.2884,0.3051,0.332625,0.33775,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2659751037344398,1.0,2022.0
891,0.176025,0.394,0.287075,0.1745749999999999,0.183725,0.18585,0.22465,0.2724,0.300475,0.3183499999999999,0.3414,0.3467499999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2627925426418087,1.0,2022.0
892,0.1543,0.416825,0.306175,0.156875,0.1696,0.181125,0.2237249999999999,0.260625,0.2903,0.302525,0.33195,0.340825,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2510079603018711,1.0,2022.0
893,0.166,0.4133,0.304075,0.1649,0.180425,0.184125,0.2335999999999999,0.276975,0.303875,0.312225,0.3428,0.340825,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2580840132970685,1.0,2022.0
894,0.146675,0.35515,0.242675,0.14365,0.1599,0.16085,0.213125,0.281975,0.315675,0.3232,0.3547,0.345475,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3353992356161553,1.0,2022.0
895,0.1729,0.378225,0.269325,0.17305,0.181775,0.18235,0.2290249999999999,0.28625,0.316525,0.33555,0.35865,0.345925,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2958100019308747,1.0,2022.0
896,0.170475,0.385775,0.271,0.166925,0.180425,0.18455,0.2297,0.2780249999999999,0.3059,0.327725,0.349075,0.3381249999999999,0.0,4.0,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.2794885559513932,1.0,2022.0
897,0.1707,0.4097,0.290025,0.176,0.1871499999999999,0.19045,0.240375,0.291075,0.319925,0.342925,0.3691,0.355225,0.0,4.0,Nanyamba TC 03-09,2022-10-19 07:42:49,292.0,10.0,0.2858682915397234,1.0,2022.0
898,0.1742,0.420475,0.29955,0.1796999999999999,0.19025,0.196075,0.244,0.294875,0.331025,0.351875,0.379375,0.361275,0.0,4.0,Nanyamba TC 03-09,2022-10-29 07:42:49,302.0,10.0,0.2843325120905192,1.0,2022.0
899,0.1493499999999999,0.4029,0.29355,0.1603,0.1754,0.184075,0.226675,0.274225,0.3087249999999999,0.32765,0.355875,0.335075,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2805706189848063,1.0,2022.0
900,0.1508499999999999,0.396,0.280725,0.15535,0.1716,0.1837,0.227425,0.268125,0.292675,0.315875,0.33765,0.325575,0.0,4.0,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.2645748886553571,1.0,2022.0
901,0.1532,0.386925,0.2787999999999999,0.1568,0.17395,0.1848,0.22565,0.26405,0.288,0.30725,0.334575,0.3211,0.0,4.0,Nanyamba TC 03-09,2022-12-03 07:42:50,337.0,12.0,0.2488568234935474,1.0,2022.0
902,0.1619,0.406625,0.2958499999999999,0.1715749999999999,0.1869,0.18845,0.2413,0.295075,0.325775,0.33855,0.3709749999999999,0.355875,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.284819734345351,1.0,2022.0
903,0.1488,0.366925,0.252475,0.150175,0.166125,0.166175,0.213875,0.2669249999999999,0.297125,0.315725,0.3376,0.3375499999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3103340942104171,1.0,2022.0
904,0.1614249999999999,0.36295,0.25635,0.1614499999999999,0.17375,0.174,0.2162,0.2652,0.289,0.30815,0.3294,0.328375,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2782329150679249,1.0,2022.0
905,0.1638,0.397925,0.291,0.16785,0.18425,0.179925,0.2337999999999999,0.28705,0.322175,0.3267749999999999,0.3632,0.35275,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2898164594434576,1.0,2022.0
906,0.15075,0.3838,0.2652,0.15025,0.16465,0.17045,0.217,0.2713,0.2987249999999999,0.3169499999999999,0.342875,0.34375,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3005744768157569,1.0,2022.0
907,0.16115,0.381825,0.27055,0.159975,0.1721249999999999,0.1793499999999999,0.221475,0.26735,0.294,0.3098,0.336825,0.33435,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2666871102933663,1.0,2022.0
908,0.175725,0.3986,0.285475,0.1762999999999999,0.185,0.184725,0.22685,0.2756,0.3054,0.3237,0.3459,0.3461000000000001,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2733441510547278,1.0,2022.0
909,0.1647,0.4155999999999999,0.3051,0.16695,0.181775,0.18235,0.23285,0.2800749999999999,0.310575,0.3223,0.354175,0.351875,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2773209154859803,1.0,2022.0
910,0.1507,0.392175,0.2725,0.1497,0.166175,0.17465,0.21965,0.275225,0.3031,0.32025,0.346275,0.346125,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2942008486562941,1.0,2022.0
911,0.162875,0.3888999999999999,0.2751249999999999,0.162,0.175225,0.179275,0.2239749999999999,0.27075,0.29515,0.31365,0.33575,0.337225,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2726073946340721,1.0,2022.0
912,0.14825,0.354125,0.244375,0.149375,0.1674,0.164625,0.213225,0.278375,0.307925,0.326,0.35395,0.3471,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3289171974522293,1.0,2022.0
913,0.1607,0.3544,0.2476,0.15825,0.1725499999999999,0.171175,0.218825,0.276125,0.30285,0.3163,0.34295,0.3372,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.297707574747423,1.0,2022.0
914,0.174375,0.37115,0.266525,0.1778,0.18725,0.1854999999999999,0.226275,0.2833,0.31265,0.3296,0.350175,0.349025,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2797515045622212,1.0,2022.0
915,0.1720499999999999,0.374625,0.2644499999999999,0.169,0.18285,0.181275,0.225875,0.277225,0.301925,0.3257,0.343825,0.3450249999999999,0.0,4.0,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.2848759800779131,1.0,2022.0
916,0.17275,0.3954,0.2835999999999999,0.175875,0.18835,0.1885249999999999,0.23465,0.29105,0.32335,0.34195,0.363425,0.361025,0.0,4.0,Nanyamba TC 03-09,2022-10-19 07:42:49,292.0,10.0,0.289221923747585,1.0,2022.0
917,0.1730499999999999,0.39965,0.2863,0.176475,0.192,0.1882499999999999,0.23865,0.286775,0.32025,0.343375,0.369175,0.3653999999999999,0.0,4.0,Nanyamba TC 03-09,2022-10-29 07:42:49,302.0,10.0,0.2917940277451213,1.0,2022.0
918,0.150025,0.384775,0.2798,0.1601749999999999,0.1767249999999999,0.1772,0.2244,0.270675,0.2985,0.3203249999999999,0.34345,0.34045,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2876739862318475,1.0,2022.0
919,0.152325,0.37925,0.2705999999999999,0.15445,0.1733,0.176775,0.22105,0.267875,0.28835,0.305725,0.328575,0.329375,0.0,4.0,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.2672538860103627,1.0,2022.0
920,0.154725,0.3728249999999999,0.268575,0.15585,0.1739,0.17855,0.220675,0.2613749999999999,0.2832499999999999,0.29835,0.32545,0.32425,0.0,4.0,Nanyamba TC 03-09,2022-12-03 07:42:50,337.0,12.0,0.2512057035017824,1.0,2022.0
921,0.1633,0.3855499999999999,0.27575,0.16955,0.18855,0.18115,0.239575,0.3003,0.33685,0.342775,0.379225,0.3696,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.3084888104213389,1.0,2022.0
922,0.150475,0.392625,0.27155,0.150075,0.1671,0.17365,0.221725,0.273275,0.303975,0.327175,0.347925,0.347325,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3065442020665901,1.0,2022.0
923,0.1639,0.393325,0.2739,0.1616,0.175425,0.180225,0.2248,0.273475,0.2993,0.31625,0.3384999999999999,0.3390749999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2739815700689863,1.0,2022.0
924,0.17615,0.4132,0.297875,0.17925,0.188,0.190275,0.2356,0.283775,0.31335,0.3366,0.354175,0.3506499999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2777224199288256,1.0,2022.0
925,0.150875,0.430125,0.3163499999999999,0.1589749999999999,0.17575,0.185925,0.23275,0.2685,0.30055,0.3230499999999999,0.341325,0.3366,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2694140183702537,1.0,2022.0
926,0.163825,0.43685,0.320075,0.170575,0.190175,0.1912249999999999,0.248325,0.296575,0.329025,0.34415,0.370375,0.34955,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2856409059070747,1.0,2022.0
927,0.15245,0.379675,0.26435,0.15045,0.1683,0.170675,0.224125,0.286375,0.316625,0.328325,0.355125,0.3672999999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3159318637274548,1.0,2022.0
928,0.1666,0.386775,0.272325,0.1621999999999999,0.1769,0.178925,0.23055,0.2863,0.308675,0.3224499999999999,0.347475,0.359475,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2862627773622536,1.0,2022.0
929,0.17945,0.3996,0.289825,0.178675,0.1900249999999999,0.188375,0.237875,0.2884,0.318475,0.3359,0.3554249999999999,0.368625,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2813885842353726,1.0,2022.0
930,0.177,0.4087,0.290625,0.1715249999999999,0.1852749999999999,0.1879249999999999,0.230625,0.279225,0.3036,0.325825,0.3466,0.362625,0.0,4.0,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.2684184914841851,1.0,2022.0
931,0.16745,0.429675,0.318425,0.1709,0.18835,0.19135,0.2477749999999999,0.294475,0.323575,0.335325,0.367375,0.373275,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2733659277543077,1.0,2022.0
932,0.150525,0.38505,0.26535,0.154275,0.1730249999999999,0.1757,0.2261,0.279925,0.3099499999999999,0.327125,0.350525,0.349025,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3011485109133396,1.0,2022.0
933,0.165,0.3856,0.27275,0.1625,0.178625,0.1826249999999999,0.2269,0.276725,0.301575,0.3182,0.34315,0.34215,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.270703339489842,1.0,2022.0
934,0.1618,0.378875,0.284625,0.163625,0.176675,0.177475,0.2235499999999999,0.26155,0.29105,0.28095,0.3314,0.3329,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2257184926651033,1.0,2022.0
935,0.153225,0.35135,0.241725,0.14815,0.163325,0.1634,0.213525,0.2744999999999999,0.306075,0.3201,0.34495,0.353,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.324095139607032,1.0,2022.0
936,0.1662,0.352975,0.2491249999999999,0.1588999999999999,0.171825,0.1701,0.2176,0.273575,0.299875,0.3138,0.3415499999999999,0.3494,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2969621822690639,1.0,2022.0
937,0.17905,0.3800249999999999,0.2730499999999999,0.177125,0.1871,0.182575,0.22825,0.28335,0.31455,0.33,0.352825,0.3591749999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2876164463737015,1.0,2022.0
938,0.153675,0.3510749999999999,0.2423999999999999,0.150875,0.165575,0.164325,0.212975,0.27155,0.2972,0.316575,0.338675,0.3536249999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3165938864628821,1.0,2022.0
939,0.1666,0.35585,0.25105,0.1626,0.1756,0.17425,0.217425,0.2719,0.2962,0.3087999999999999,0.336625,0.350125,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2785425939343752,1.0,2022.0
940,0.15295,0.35305,0.243725,0.148575,0.165725,0.16345,0.2123499999999999,0.2786249999999999,0.3079,0.328175,0.347325,0.3575,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3350622934146961,1.0,2022.0
941,0.1669749999999999,0.3557,0.2491999999999999,0.160075,0.175525,0.1705499999999999,0.21885,0.2787499999999999,0.3085,0.3268,0.350775,0.351,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.3141650748969541,1.0,2022.0
942,0.18065,0.373075,0.26685,0.17985,0.18815,0.1817,0.22785,0.283725,0.31515,0.3362,0.3518,0.36335,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2983201390229774,1.0,2022.0
943,0.171425,0.3906249999999999,0.275575,0.16695,0.184725,0.18305,0.230375,0.29045,0.317825,0.341475,0.363575,0.3699,0.0,4.0,Nanyamba TC 03-09,2022-10-04 07:42:57,277.0,10.0,0.302035174681855,1.0,2022.0
944,0.1777,0.3779249999999999,0.2675,0.1706999999999999,0.1836249999999999,0.1806,0.2238,0.2784999999999999,0.3055,0.33065,0.346975,0.35325,0.0,4.0,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.2934963325183374,1.0,2022.0
945,0.17835,0.404825,0.28915,0.17915,0.19025,0.188125,0.23545,0.288375,0.322075,0.342525,0.362175,0.3729749999999999,0.0,4.0,Nanyamba TC 03-09,2022-10-29 07:42:49,302.0,10.0,0.2909639121831716,1.0,2022.0
946,0.15495,0.389175,0.2859,0.1584,0.17455,0.1750999999999999,0.222825,0.27205,0.2978999999999999,0.320625,0.338,0.347325,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2935599374653288,1.0,2022.0
947,0.15685,0.381425,0.2730749999999999,0.153375,0.1727,0.173625,0.2206,0.26755,0.2914,0.3079,0.332325,0.3364499999999999,0.0,4.0,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.2788536420746587,1.0,2022.0
948,0.15975,0.37175,0.2693,0.1552,0.1727749999999999,0.175375,0.219,0.2581,0.2837499999999999,0.29995,0.324225,0.32775,0.0,4.0,Nanyamba TC 03-09,2022-12-03 07:42:50,337.0,12.0,0.262083837374428,1.0,2022.0
949,0.148575,0.39585,0.27645,0.1573,0.173025,0.182475,0.2281,0.275575,0.3044,0.315875,0.347225,0.3485749999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2676833550717367,1.0,2022.0
950,0.1484499999999999,0.395275,0.2710499999999999,0.147125,0.1690249999999999,0.169525,0.2285,0.3075,0.3415,0.3566,0.385075,0.38695,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3555713946305535,1.0,2022.0
951,0.163075,0.4322,0.3198749999999999,0.166175,0.186025,0.191925,0.2547,0.31145,0.34515,0.338125,0.38665,0.3859999999999999,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2758230355626827,1.0,2022.0
952,0.1623,0.45065,0.351925,0.16735,0.20025,0.22145,0.27205,0.3764749999999999,0.41445,0.414525,0.439725,0.4385749999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3035889775541491,1.0,2022.0
953,0.1772999999999999,0.5140750000000001,0.427075,0.1800999999999999,0.21435,0.2390499999999999,0.31115,0.41555,0.4635249999999999,0.4649,0.48275,0.4592,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.3208324454861853,1.0,2022.0
954,0.1429,0.383225,0.2558249999999999,0.14695,0.16665,0.16815,0.222175,0.2982,0.332325,0.347775,0.376575,0.3823749999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.348161069922954,1.0,2022.0
955,0.1679,0.399875,0.2830249999999999,0.1714,0.1835,0.1847,0.23195,0.299325,0.3305,0.34745,0.3722499999999999,0.38155,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.3058348210091139,1.0,2022.0
956,0.1682499999999999,0.406825,0.2835999999999999,0.1684,0.1823,0.1872,0.2317749999999999,0.289525,0.3175,0.3392,0.36435,0.37165,0.0,4.0,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.2887537993920973,1.0,2022.0
957,0.1672999999999999,0.4283249999999999,0.299275,0.173425,0.18775,0.1926,0.24165,0.302925,0.333775,0.35215,0.3785,0.386675,0.0,4.0,Nanyamba TC 03-09,2022-10-19 07:42:49,292.0,10.0,0.2928866452501147,1.0,2022.0
958,0.145675,0.420975,0.30505,0.1573999999999999,0.174175,0.1846499999999999,0.232125,0.281975,0.3137749999999999,0.333225,0.36005,0.36485,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2868935553946418,1.0,2022.0
959,0.1468,0.412575,0.293925,0.15085,0.169975,0.182225,0.2273,0.274925,0.301,0.318475,0.343475,0.3509,0.0,4.0,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.2721190333533054,1.0,2022.0
960,0.1561499999999999,0.422525,0.308825,0.165825,0.184625,0.18815,0.240825,0.2955,0.330175,0.33655,0.373525,0.375975,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2828282828282828,1.0,2022.0
961,0.1521,0.3900749999999999,0.271675,0.1562,0.17085,0.1771,0.223525,0.268875,0.29535,0.31615,0.3391,0.340125,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2819057273188038,1.0,2022.0
962,0.162875,0.3853499999999999,0.2732,0.1637,0.1777999999999999,0.185475,0.2244,0.265475,0.289175,0.3077,0.332725,0.330675,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.2478329193491154,1.0,2022.0
963,0.1473249999999999,0.359875,0.250525,0.149425,0.16315,0.166025,0.2078499999999999,0.259825,0.286625,0.3037,0.33065,0.3340999999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.2930970248549683,1.0,2022.0
964,0.16095,0.3586249999999999,0.2548,0.15905,0.170275,0.175125,0.212725,0.257175,0.2810249999999999,0.2968999999999999,0.3198499999999999,0.32425,0.0,4.0,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.257984216937662,1.0,2022.0
965,0.1624499999999999,0.39425,0.288325,0.16765,0.18225,0.1808249999999999,0.2324,0.28065,0.309475,0.319225,0.3525749999999999,0.34885,0.0,4.0,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2767723227677234,1.0,2022.0
966,0.1525,0.36855,0.251375,0.150175,0.1682749999999999,0.166425,0.2184249999999999,0.289475,0.322825,0.343375,0.3633,0.3647749999999999,0.0,4.0,Nanyamba TC 03-09,2022-09-04 07:43:02,247.0,9.0,0.3470969007453903,1.0,2022.0
967,0.1804,0.38175,0.2760249999999999,0.18015,0.18665,0.1838,0.22855,0.2946249999999999,0.32875,0.3487,0.3659,0.3707,0.0,4.0,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.3096713615023475,1.0,2022.0
968,0.1712,0.3993,0.276625,0.1664749999999999,0.18275,0.1796,0.230775,0.298475,0.3334,0.359425,0.37515,0.3759249999999999,0.0,4.0,Nanyamba TC 03-09,2022-10-04 07:42:57,277.0,10.0,0.3336116135615231,1.0,2022.0
969,0.1772,0.3871,0.274775,0.169175,0.1843,0.18005,0.227425,0.285675,0.31615,0.3435250000000001,0.353875,0.361125,0.0,4.0,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.3122284295468654,1.0,2022.0
970,0.1780999999999999,0.4049,0.2906499999999999,0.1754,0.189425,0.18745,0.235825,0.29475,0.332225,0.3562499999999999,0.374775,0.378775,0.0,4.0,Nanyamba TC 03-09,2022-10-29 07:42:49,302.0,10.0,0.3104653301453006,1.0,2022.0
971,0.155,0.3863999999999999,0.283025,0.156775,0.174325,0.174375,0.2196,0.2770249999999999,0.309375,0.335525,0.354575,0.353725,0.0,4.0,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.3160423612473034,1.0,2022.0
972,0.157075,0.38235,0.27385,0.1518499999999999,0.17055,0.172175,0.219475,0.27535,0.297575,0.32165,0.33665,0.341475,0.0,4.0,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.3026881992608717,1.0,2022.0
973,0.159575,0.37105,0.268825,0.15175,0.170625,0.17485,0.216575,0.2707,0.2948,0.31075,0.3298,0.331675,0.0,4.0,Nanyamba TC 03-09,2022-12-03 07:42:50,337.0,12.0,0.2798599670510708,1.0,2022.0
5079,0.164725,0.4342749999999999,0.3223499999999999,0.17305,0.190825,0.19845,0.245125,0.292575,0.32215,0.33155,0.362375,0.357575,0.0,4.25,Nanyamba TC 03-09,2022-12-18 07:42:49,352.0,12.0,0.2511320754716981,1.0,2022.0
5080,0.17975,0.3725,0.2679,0.179975,0.1876749999999999,0.1839,0.2258,0.2804999999999999,0.309375,0.32725,0.351225,0.3597499999999999,0.0,4.25,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2804460530177051,1.0,2022.0
5081,0.160875,0.396475,0.282675,0.15665,0.1745,0.17635,0.231475,0.303075,0.3360999999999999,0.34875,0.375525,0.3707,0.0,4.25,Nanyamba TC 03-09,2022-09-14 07:43:00,257.0,9.0,0.3283184155398971,1.0,2022.0
5082,0.174575,0.410875,0.296175,0.17095,0.1865,0.1893,0.2409,0.315975,0.3471749999999999,0.35845,0.385275,0.3865,0.0,4.25,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.3088087631218622,1.0,2022.0
5083,0.175075,0.4208499999999999,0.303975,0.169525,0.1849,0.1897,0.242425,0.306925,0.335175,0.347725,0.375925,0.37785,0.0,4.25,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.294041028980788,1.0,2022.0
5084,0.1736499999999999,0.4353749999999999,0.316325,0.174925,0.18935,0.197125,0.250725,0.317575,0.3550999999999999,0.35745,0.39615,0.3924,0.0,4.25,Nanyamba TC 03-09,2022-10-19 07:42:49,292.0,10.0,0.2890952531217599,1.0,2022.0
5085,0.1525,0.428675,0.3164249999999999,0.1556,0.178175,0.1908,0.24605,0.3012249999999999,0.329975,0.3389,0.368025,0.37025,0.0,4.25,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2795922220124598,1.0,2022.0
5086,0.152425,0.425475,0.313525,0.152225,0.172025,0.1865,0.241275,0.2939,0.320775,0.3248,0.359225,0.35825,0.0,4.25,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.2704869939370232,1.0,2022.0
5087,0.17465,0.373175,0.2696,0.1757,0.182775,0.1823,0.221325,0.2664249999999999,0.292675,0.3121,0.3356749999999999,0.337175,0.0,4.25,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2625404530744337,1.0,2022.0
5665,0.17505,0.3813749999999999,0.2742,0.1775749999999999,0.1867,0.18535,0.226275,0.2715249999999999,0.30005,0.3199,0.338,0.33855,0.0,4.5,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.266303809995052,1.0,2022.0
5666,0.172425,0.3863,0.275825,0.1709,0.1824,0.18545,0.2244,0.2652,0.29095,0.311825,0.330175,0.3319,0.0,4.5,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.2541350359459052,1.0,2022.0
5667,0.150225,0.3973,0.2931,0.159025,0.1721499999999999,0.1805999999999999,0.220375,0.25625,0.285175,0.30595,0.326125,0.3258999999999999,0.0,4.5,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.2576302538279727,1.0,2022.0
5668,0.1740749999999999,0.4037,0.28965,0.16815,0.180925,0.18445,0.22835,0.271025,0.29535,0.31815,0.3383,0.339,0.0,4.5,Nanyamba TC 03-09,2022-10-14 07:42:54,287.0,10.0,0.266016713091922,1.0,2022.0
5669,0.1741999999999999,0.4193749999999999,0.3032,0.174975,0.185025,0.18885,0.233725,0.278125,0.308875,0.3273,0.350425,0.349,0.0,4.5,Nanyamba TC 03-09,2022-10-19 07:42:49,292.0,10.0,0.2682359779133972,1.0,2022.0
5670,0.179425,0.43505,0.315125,0.1786,0.1896499999999999,0.193225,0.239375,0.28265,0.315025,0.3357249999999999,0.363,0.3591499999999999,0.0,4.5,Nanyamba TC 03-09,2022-10-29 07:42:49,302.0,10.0,0.2694016447679362,1.0,2022.0
5671,0.1517,0.41295,0.30525,0.155125,0.17125,0.17915,0.221125,0.260925,0.2876499999999999,0.3084,0.332675,0.33105,0.0,4.5,Nanyamba TC 03-09,2022-11-08 07:42:49,312.0,11.0,0.265101015280484,1.0,2022.0
5672,0.15255,0.406775,0.293075,0.151925,0.1663,0.177625,0.21945,0.2578249999999999,0.278925,0.292875,0.320225,0.319275,0.0,4.5,Nanyamba TC 03-09,2022-11-13 07:42:53,317.0,11.0,0.2449521785334749,1.0,2022.0
5673,0.175775,0.411425,0.296725,0.1787,0.1868749999999999,0.192125,0.232975,0.2804,0.30915,0.3283999999999999,0.349925,0.3481499999999999,0.0,4.5,Nanyamba TC 03-09,2022-09-29 07:42:50,272.0,9.0,0.2618029873685221,1.0,2022.0
5674,0.176175,0.4258,0.308175,0.17765,0.191325,0.194375,0.243375,0.2890749999999999,0.317075,0.3378,0.360025,0.37275,0.0,4.5,Nanyamba TC 03-09,2022-10-19 07:42:49,292.0,10.0,0.2695072109738338,1.0,2022.0
5675,0.17955,0.43605,0.315,0.1821749999999999,0.19365,0.197175,0.2502,0.295475,0.32595,0.3461,0.368125,0.381675,0.0,4.5,Nanyamba TC 03-09,2022-10-29 07:42:49,302.0,10.0,0.2741245225714418,1.0,2022.0
